图像路径,标注类别ID,标注类别名称,top-1-预测ID,top-1-预测名称,top-2-预测ID,top-2-预测名称,top-3-预测ID,top-3-预测名称,top-4-预测ID,top-4-预测名称,top-n预测正确,FM-ED-预测置信度,FM-LD-预测置信度,FM-MD-预测置信度,FM-OM-预测置信度,FM-SD-预测置信度,HF-ED-预测置信度,HF-LD-预测置信度,HF-MD-预测置信度,HF-OM-预测置信度,HF-SD-预测置信度,RJ-ED-预测置信度,RJ-LD-预测置信度,RJ-MD-预测置信度,RJ-OM-预测置信度,RJ-SD-预测置信度
../Image/Train_Image\test\FM-ED\IMG_20230524_113720_1.jpg,0,FM-ED,2.0,FM-MD,0.0,FM-ED,3.0,FM-OM,7.0,HF-MD,1.0,0.42328042,0.0059156334,0.43327627,0.10971488,0.00217745,0.0017299724,0.0020434486,0.008915693,0.00081625493,0.0006971017,0.0015304321,0.000710284,0.002162815,0.0006370841,0.006392233
../Image/Train_Image\test\FM-ED\IMG_20230524_113736_1.jpg,0,FM-ED,2.0,FM-MD,0.0,FM-ED,3.0,FM-OM,14.0,RJ-SD,1.0,0.3800848,0.004252309,0.44614294,0.15241499,0.00082682073,0.0012251579,0.00091305556,0.003931684,0.00039062952,0.00039888767,0.0009972226,0.00058746064,0.0011857391,0.0006210418,0.006027265
../Image/Train_Image\test\FM-ED\IMG_20230524_113740.jpg,0,FM-ED,2.0,FM-MD,0.0,FM-ED,3.0,FM-OM,7.0,HF-MD,1.0,0.4059457,0.004661704,0.44697016,0.11864524,0.0012152051,0.0014437966,0.0016450358,0.0072825933,0.0005976662,0.000576256,0.0012520916,0.00063274073,0.0016538824,0.0006482862,0.006829655
../Image/Train_Image\test\FM-ED\IMG_20230524_113740_1.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,14.0,RJ-SD,1.0,0.43670002,0.0039688204,0.4309676,0.10929156,0.0009785683,0.0013724755,0.0012014857,0.005036273,0.00048494877,0.000461001,0.0010590024,0.0005401818,0.0013005469,0.00057405344,0.0060634585
../Image/Train_Image\test\FM-ED\IMG_20230524_113743_2.jpg,0,FM-ED,2.0,FM-MD,0.0,FM-ED,3.0,FM-OM,1.0,FM-LD,1.0,0.42482802,0.007461077,0.42807648,0.11800659,0.0018482975,0.0017265758,0.001473306,0.0059558325,0.00059999287,0.00060836156,0.0012412226,0.0005972597,0.00140713,0.0006521105,0.0055177445
../Image/Train_Image\test\FM-ED\IMG_20230524_113744.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,1.0,FM-LD,1.0,0.42930898,0.0068556513,0.405783,0.13604559,0.0016373504,0.0015889098,0.001584514,0.0068173865,0.0005173639,0.00061374565,0.0011000957,0.00063124247,0.0013528157,0.0006119294,0.005551426
../Image/Train_Image\test\FM-ED\IMG_20230524_113747_2.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,7.0,HF-MD,1.0,0.45177332,0.0081300195,0.39954206,0.11279264,0.0021655401,0.002196748,0.002019828,0.008275742,0.0007508591,0.0006861199,0.0016165952,0.0008008491,0.002006965,0.0008386998,0.006404014
../Image/Train_Image\test\FM-ED\IMG_20230524_113748.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,7.0,HF-MD,1.0,0.4440451,0.007892603,0.39126572,0.12688424,0.0020965715,0.0021085683,0.0021276288,0.009987929,0.0007750826,0.0007139255,0.0017904432,0.00077196106,0.001943894,0.0007333822,0.006862947
../Image/Train_Image\test\FM-ED\IMG_20230524_113751_1.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,1.0,FM-LD,1.0,0.46320996,0.008351746,0.3922318,0.11519986,0.0017406854,0.001277594,0.0016036168,0.007216854,0.00054394297,0.00055243506,0.0010802412,0.0005294661,0.001380921,0.0006012224,0.004479624
../Image/Train_Image\test\FM-ED\IMG_20230524_113751_2.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,1.0,FM-LD,1.0,0.4805243,0.009300063,0.37005785,0.11499079,0.0021703723,0.0017639534,0.0017304335,0.0072258553,0.00061846344,0.0006509658,0.0012929178,0.0007220813,0.0017143526,0.00074796047,0.006489674
../Image/Train_Image\test\FM-ED\IMG_20230524_113757.jpg,0,FM-ED,2.0,FM-MD,0.0,FM-ED,3.0,FM-OM,1.0,FM-LD,1.0,0.36029303,0.008584323,0.42250058,0.19582938,0.0012604458,0.0012100504,0.00077126146,0.0023564447,0.0002268945,0.00041414358,0.0005762566,0.00043965864,0.0006285141,0.00050493283,0.0044040894
../Image/Train_Image\test\FM-ED\IMG_20230524_113757_1.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,1.0,FM-LD,1.0,0.43744713,0.010238749,0.38401976,0.15526679,0.0012586107,0.0014182981,0.0006916374,0.0026522302,0.0002322687,0.000431738,0.00055655855,0.0004533207,0.0005664899,0.0005613127,0.0042050867
../Image/Train_Image\test\FM-ED\IMG_20230524_113803.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,1.0,FM-LD,1.0,0.47460923,0.010508285,0.38878798,0.11440077,0.0020015598,0.0009528776,0.0007538749,0.0034096714,0.00021747094,0.0004701419,0.0004485809,0.00026959588,0.00061900384,0.00032487002,0.0022260328
../Image/Train_Image\test\FM-ED\IMG_20230524_113803_1.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,1.0,FM-LD,1.0,0.5265741,0.026488034,0.32305428,0.10469818,0.0068698376,0.0013735259,0.0010782533,0.0051687793,0.00024426985,0.00075094274,0.0004912993,0.0002733369,0.0006817712,0.00031206856,0.001941464
../Image/Train_Image\test\FM-ED\IMG_20230524_113806_1.jpg,0,FM-ED,4.0,FM-SD,0.0,FM-ED,1.0,FM-LD,3.0,FM-OM,1.0,0.1725323,0.0773128,0.02817549,0.036043085,0.65890145,0.008627921,0.003074487,0.008057031,0.0003732717,0.0025146375,0.0008977511,0.00038686473,0.0013974454,0.00026948744,0.001435975
../Image/Train_Image\test\FM-ED\IMG_20230524_113807.jpg,0,FM-ED,4.0,FM-SD,0.0,FM-ED,1.0,FM-LD,3.0,FM-OM,1.0,0.18579859,0.0648099,0.028723238,0.03402406,0.6595722,0.008037146,0.0030686078,0.008579088,0.00042709222,0.0025058505,0.00093871367,0.00036943308,0.001444882,0.00024722482,0.0014539823
../Image/Train_Image\test\FM-ED\IMG_20230524_113820_1.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,1.0,FM-LD,1.0,0.536725,0.047434915,0.2417914,0.16528572,0.0030668539,0.0008644859,0.00047680293,0.0017529296,8.270921e-05,0.00029733047,0.00023263384,0.00020621423,0.00029549393,0.00023401488,0.0012534388
../Image/Train_Image\test\FM-ED\IMG_20230524_113821.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,1.0,FM-LD,1.0,0.5453216,0.085476786,0.20612307,0.15256599,0.004270089,0.0012872871,0.0004727619,0.0017169043,7.776865e-05,0.00038338004,0.00019066547,0.00023154689,0.0002913017,0.00024403374,0.0013469043
../Image/Train_Image\test\FM-ED\IMG_20230524_113824.jpg,0,FM-ED,0.0,FM-ED,3.0,FM-OM,2.0,FM-MD,1.0,FM-LD,1.0,0.461047,0.044134278,0.23370174,0.24613442,0.0028356102,0.0022885564,0.0009130284,0.00243325,0.00021255136,0.00051165966,0.0006505175,0.0005685685,0.00071426976,0.0005363444,0.0033182923
../Image/Train_Image\test\FM-ED\IMG_20230524_113824_1.jpg,0,FM-ED,0.0,FM-ED,3.0,FM-OM,2.0,FM-MD,1.0,FM-LD,1.0,0.43936178,0.052932758,0.24594083,0.24919862,0.0023290394,0.002323746,0.00069501216,0.0018102279,0.00013710932,0.0004447354,0.00043498678,0.00048475637,0.00049763086,0.0005388959,0.0028698167
../Image/Train_Image\test\FM-ED\IMG_20230524_113828_1.jpg,0,FM-ED,0.0,FM-ED,3.0,FM-OM,2.0,FM-MD,1.0,FM-LD,1.0,0.46449214,0.13339749,0.1819656,0.20757185,0.0030461177,0.0026736136,0.00058810273,0.0016922739,8.511243e-05,0.00044052972,0.0002688457,0.00044956148,0.00036035178,0.00054014014,0.0024282548
../Image/Train_Image\test\FM-ED\IMG_20230524_113828_2.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,1.0,FM-LD,1.0,0.4978068,0.078523405,0.22184265,0.18777233,0.0037016035,0.0022927409,0.0007468028,0.0021481453,0.00011710732,0.0005210511,0.00038995367,0.000432174,0.0004951607,0.00053447654,0.0026756548
../Image/Train_Image\test\FM-ED\IMG_20230524_113832.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,1.0,FM-LD,1.0,0.46874386,0.06044139,0.24214803,0.21869723,0.0015378365,0.0018475725,0.0004840407,0.0013481642,7.72993e-05,0.00034484165,0.00027259506,0.00045123405,0.0003601678,0.0005423641,0.0027034297
../Image/Train_Image\test\FM-ED\IMG_20230524_113832_1.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,1.0,FM-LD,1.0,0.47387815,0.05697864,0.2434923,0.2155434,0.0018348508,0.0017969745,0.0005080429,0.00146732,8.188941e-05,0.00037155324,0.00028010624,0.0004201734,0.00037013256,0.0005020858,0.0024743276
../Image/Train_Image\test\FM-ED\IMG_20230524_113836.jpg,0,FM-ED,0.0,FM-ED,3.0,FM-OM,2.0,FM-MD,1.0,FM-LD,1.0,0.40851977,0.04077844,0.25657523,0.28348428,0.0023095754,0.0016697149,0.0005308886,0.0015373466,0.000110990855,0.0003314978,0.00032150053,0.0004194295,0.00040572486,0.00045356833,0.002552052
../Image/Train_Image\test\FM-ED\IMG_20230524_113836_1.jpg,0,FM-ED,0.0,FM-ED,3.0,FM-OM,2.0,FM-MD,1.0,FM-LD,1.0,0.42513457,0.041948065,0.22175592,0.3009079,0.002937752,0.001557086,0.00045473094,0.0014682857,8.84756e-05,0.00034623846,0.00030030785,0.00032446097,0.00034888982,0.0003519946,0.002075315
../Image/Train_Image\test\FM-ED\IMG_20230524_113841.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,1.0,FM-LD,1.0,0.4883305,0.011917011,0.32460594,0.16858597,0.0010183759,0.00073693204,0.0003456541,0.0014211865,0.00011098086,0.00025087252,0.00023504868,0.00020550052,0.00033327806,0.00025591935,0.0016468193
../Image/Train_Image\test\FM-ED\IMG_20230524_113841_1.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,1.0,FM-LD,1.0,0.46706328,0.008669727,0.34301502,0.17303927,0.0008758134,0.00078666775,0.00048563076,0.0020035468,0.00012931055,0.0002761357,0.00035224325,0.00028999854,0.00046252913,0.0003146479,0.0022362173
../Image/Train_Image\test\FM-ED\IMG_20230524_113844_1.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,1.0,FM-LD,1.0,0.41472042,0.019283054,0.31587178,0.24206594,0.0011726461,0.0011119099,0.00042913592,0.0014329865,9.077783e-05,0.0002947852,0.00031041296,0.0002807633,0.00036260925,0.0003430991,0.0022296563
../Image/Train_Image\test\FM-ED\IMG_20230524_113845.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,1.0,FM-LD,1.0,0.44727534,0.07847895,0.234629,0.22901121,0.0020322562,0.0019946715,0.0005311579,0.0017941862,7.222993e-05,0.00041726342,0.00024824005,0.00043363628,0.00036897644,0.0005617518,0.0021511219
../Image/Train_Image\test\FM-ED\IMG_20230524_113848_1.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,1.0,FM-LD,1.0,0.4855765,0.034547783,0.26737544,0.2004573,0.0041712066,0.0013702839,0.000639901,0.0022015497,0.00012935622,0.0004772864,0.00035504653,0.0002811459,0.0004490392,0.0003419487,0.001626286
../Image/Train_Image\test\FM-ED\IMG_20230524_113849.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,1.0,FM-LD,1.0,0.5186254,0.02570245,0.25786546,0.18896092,0.0020902227,0.0010929685,0.00047023708,0.0016206162,0.000108553395,0.00034094494,0.000285634,0.00025800467,0.0003730575,0.0002917212,0.0019137538
../Image/Train_Image\test\FM-ED\IMG_20230524_113855_1.jpg,0,FM-ED,2.0,FM-MD,0.0,FM-ED,3.0,FM-OM,1.0,FM-LD,1.0,0.36947718,0.0064933575,0.40628737,0.21134654,0.00067240733,0.0006160209,0.00037346457,0.0012621173,0.00011283542,0.00019479169,0.0003035016,0.00023159292,0.000343288,0.0002459708,0.0020396053
../Image/Train_Image\test\FM-ED\IMG_20230524_113856.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,1.0,FM-LD,1.0,0.4028717,0.0058838236,0.39567804,0.18840538,0.00065482914,0.0007009261,0.00040004423,0.0013871349,0.00012356038,0.00024445026,0.00032671078,0.0002658422,0.0003677321,0.00029264693,0.0023972115
../Image/Train_Image\test\FM-ED\IMG_20230524_113859_1.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,1.0,FM-LD,1.0,0.5021646,0.018553644,0.27198344,0.19414069,0.0023158882,0.001422927,0.00081451726,0.0025388235,0.00021216406,0.00043043235,0.00059427205,0.00040994835,0.000706841,0.0004223112,0.0032895338
../Image/Train_Image\test\FM-ED\IMG_20230524_113900.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,1.0,FM-LD,1.0,0.4866352,0.030678464,0.26588267,0.20145153,0.003072429,0.0018964228,0.00085761485,0.0032536646,0.000201631,0.0005278623,0.0005922855,0.0004987156,0.0007235442,0.0005523075,0.0031757015
../Image/Train_Image\test\FM-ED\IMG_20230524_113903_1.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,1.0,FM-LD,1.0,0.43776533,0.041681617,0.26529688,0.24338695,0.0035128882,0.0017034425,0.0006281361,0.0018582025,0.00012517169,0.00043888413,0.00034473502,0.00034873962,0.00046522322,0.0004007378,0.0020430484
../Image/Train_Image\test\FM-ED\IMG_20230524_113903_2.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,1.0,FM-LD,1.0,0.4432475,0.049659275,0.2534622,0.24235794,0.0027761443,0.0018332053,0.0005269015,0.0015583825,0.0001123052,0.00043406928,0.00035772298,0.0003837749,0.00041520898,0.00042914765,0.0024462498
../Image/Train_Image\test\FM-ED\IMG_20230524_113907.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,1.0,FM-LD,1.0,0.48864415,0.077941574,0.22362012,0.19530404,0.005736556,0.0018560232,0.0007041402,0.0024151513,0.00011483121,0.0005489045,0.00033306523,0.0003109572,0.0004087978,0.00039292427,0.0016687746
../Image/Train_Image\test\FM-ED\IMG_20230524_113907_1.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,1.0,FM-LD,1.0,0.5081242,0.060136177,0.21124919,0.20912464,0.0038868347,0.0016291023,0.00059683475,0.0017600883,9.146653e-05,0.00044423473,0.00029299926,0.00031894282,0.00036242863,0.0003663277,0.0016166056
../Image/Train_Image\test\FM-LD\IMG_20230522_180302_1.jpg,1,FM-LD,1.0,FM-LD,4.0,FM-SD,0.0,FM-ED,3.0,FM-OM,1.0,0.02397223,0.8796734,0.0042841774,0.014121246,0.07304487,0.003313381,0.0001723891,0.0004908698,4.501426e-06,0.0005985108,1.6242366e-05,5.9787355e-05,5.6348505e-05,5.568905e-05,0.00013629961
../Image/Train_Image\test\FM-LD\IMG_20230522_180304.jpg,1,FM-LD,1.0,FM-LD,4.0,FM-SD,3.0,FM-OM,0.0,FM-ED,1.0,0.0073897964,0.96479243,0.0016094525,0.007560511,0.014736152,0.002999182,7.821617e-05,0.00018824023,1.5417793e-06,0.00043631828,6.9293214e-06,4.155928e-05,2.2244996e-05,5.1099196e-05,8.629929e-05
../Image/Train_Image\test\FM-LD\IMG_20230522_180306.jpg,1,FM-LD,1.0,FM-LD,5.0,HF-ED,4.0,FM-SD,3.0,FM-OM,1.0,0.00026607962,0.9938443,6.2875595e-05,0.00028753586,0.0016667036,0.0037010899,9.222555e-06,1.0616119e-05,4.3234394e-08,0.000115283976,3.8348455e-07,9.729605e-06,1.983175e-06,1.5586105e-05,8.531137e-06
../Image/Train_Image\test\FM-LD\IMG_20230522_180308.jpg,1,FM-LD,1.0,FM-LD,5.0,HF-ED,4.0,FM-SD,3.0,FM-OM,1.0,0.000673077,0.9805493,0.00019064994,0.0009920821,0.0056842514,0.010899071,5.2786396e-05,8.068486e-05,2.3625756e-07,0.00074966595,2.0438367e-06,3.628053e-05,8.451342e-06,5.1924377e-05,2.9479634e-05
../Image/Train_Image\test\FM-LD\IMG_20230522_180309_2.jpg,1,FM-LD,1.0,FM-LD,4.0,FM-SD,0.0,FM-ED,3.0,FM-OM,1.0,0.009423689,0.96893823,0.0017701734,0.005922113,0.0115211615,0.0017655893,7.33862e-05,0.00017539247,1.5748849e-06,0.00024859948,5.4620805e-06,3.381931e-05,1.9197338e-05,3.8301074e-05,6.339168e-05
../Image/Train_Image\test\FM-LD\IMG_20230522_180312.jpg,1,FM-LD,1.0,FM-LD,4.0,FM-SD,0.0,FM-ED,3.0,FM-OM,1.0,0.012599441,0.9396297,0.0021530234,0.008887051,0.03345522,0.0024015938,9.099537e-05,0.00022136951,2.0670836e-06,0.00034603602,8.308235e-06,4.39496e-05,2.8458107e-05,4.586933e-05,8.6939486e-05
../Image/Train_Image\test\FM-LD\IMG_20230522_180313_1.jpg,1,FM-LD,1.0,FM-LD,4.0,FM-SD,0.0,FM-ED,3.0,FM-OM,1.0,0.018259898,0.9294049,0.0035230252,0.011748543,0.033498436,0.0023889826,0.00011992287,0.00030991863,3.4129303e-06,0.00046642957,1.21210005e-05,5.2472224e-05,4.1823616e-05,5.7140052e-05,0.0001129662
../Image/Train_Image\test\FM-LD\IMG_20230522_180315.jpg,1,FM-LD,1.0,FM-LD,4.0,FM-SD,0.0,FM-ED,3.0,FM-OM,1.0,0.018704645,0.94302243,0.0031626495,0.009945944,0.022527473,0.0018772222,8.8373075e-05,0.000196267,2.633202e-06,0.00026262048,8.149734e-06,3.8023034e-05,2.706286e-05,4.113133e-05,9.535544e-05
../Image/Train_Image\test\FM-LD\IMG_20230522_180333_1.jpg,1,FM-LD,1.0,FM-LD,3.0,FM-OM,5.0,HF-ED,9.0,HF-SD,1.0,0.0037029637,0.8791868,0.0018396884,0.05531897,0.0029664815,0.046131898,0.00021265884,0.00029373882,1.455572e-06,0.0054670204,3.5449728e-05,0.0011629751,9.7742166e-05,0.0023368837,0.0012452728
../Image/Train_Image\test\FM-LD\IMG_20230522_180335_1.jpg,1,FM-LD,1.0,FM-LD,0.0,FM-ED,3.0,FM-OM,2.0,FM-MD,1.0,0.026353562,0.92640984,0.009238693,0.025976665,0.005779086,0.004969577,9.917906e-05,0.00018418077,4.6096925e-06,0.00026990945,2.8440925e-05,0.00014192716,5.2784886e-05,0.00017097687,0.00032048216
../Image/Train_Image\test\FM-LD\IMG_20230522_180342_1.jpg,1,FM-LD,1.0,FM-LD,5.0,HF-ED,0.0,FM-ED,3.0,FM-OM,1.0,0.0009047953,0.98846394,0.00021803218,0.0008061977,0.000739397,0.008591642,1.2054122e-05,1.07715905e-05,1.3642848e-07,9.594427e-05,1.5665795e-06,4.809676e-05,5.753308e-06,6.760831e-05,3.415404e-05
../Image/Train_Image\test\FM-LD\IMG_20230522_180344.jpg,1,FM-LD,1.0,FM-LD,5.0,HF-ED,4.0,FM-SD,3.0,FM-OM,1.0,9.320277e-05,0.9764131,2.7226857e-05,0.00016675417,0.0010044477,0.022085253,5.3698514e-06,3.7126695e-06,1.4392568e-08,0.00013402691,3.8922337e-07,2.15353e-05,1.7990232e-06,3.3299377e-05,9.850058e-06
../Image/Train_Image\test\FM-LD\IMG_20230522_180348_1.jpg,1,FM-LD,1.0,FM-LD,5.0,HF-ED,0.0,FM-ED,3.0,FM-OM,1.0,0.009755434,0.9673075,0.002381592,0.004749769,0.004528515,0.010120796,0.00010077589,0.0001372323,3.0070778e-06,0.00028213262,1.9624082e-05,0.0001520445,4.7886788e-05,0.00019842012,0.00021522694
../Image/Train_Image\test\FM-LD\IMG_20230522_180350_1.jpg,1,FM-LD,1.0,FM-LD,5.0,HF-ED,0.0,FM-ED,4.0,FM-SD,1.0,0.0056995633,0.9762309,0.001303612,0.0029749405,0.004343281,0.008718568,5.7642348e-05,7.699648e-05,1.382991e-06,0.00023877558,9.06694e-06,8.821403e-05,2.439651e-05,0.00011129211,0.0001212574
../Image/Train_Image\test\FM-LD\IMG_20230522_180352_1.jpg,1,FM-LD,1.0,FM-LD,0.0,FM-ED,3.0,FM-OM,5.0,HF-ED,1.0,0.028322848,0.9333293,0.0072565437,0.012973735,0.008123426,0.008229928,0.00015733964,0.00032671983,6.9693942e-06,0.0004230709,3.178589e-05,0.00017370329,8.028869e-05,0.00022793162,0.00033644066
../Image/Train_Image\test\FM-LD\IMG_20230522_180354.jpg,1,FM-LD,1.0,FM-LD,0.0,FM-ED,3.0,FM-OM,2.0,FM-MD,1.0,0.19150557,0.58386344,0.081369236,0.094604954,0.02517483,0.014417205,0.0009894861,0.0019062697,9.932911e-05,0.0013092476,0.00038012955,0.00066161994,0.0005308011,0.0008234394,0.0023644574
../Image/Train_Image\test\FM-LD\IMG_20230522_180357_1.jpg,1,FM-LD,1.0,FM-LD,5.0,HF-ED,0.0,FM-ED,3.0,FM-OM,1.0,0.014559078,0.9460966,0.00484412,0.010948453,0.004041528,0.017597964,0.0001148302,0.00016487837,5.1253933e-06,0.00040045788,3.201655e-05,0.00029554142,7.722912e-05,0.00038052673,0.0004417022
../Image/Train_Image\test\FM-LD\IMG_20230522_180359.jpg,1,FM-LD,1.0,FM-LD,5.0,HF-ED,4.0,FM-SD,0.0,FM-ED,1.0,0.0039047673,0.9651567,0.0010541544,0.0037895166,0.0073182904,0.017734703,6.735071e-05,7.6930715e-05,1.2706346e-06,0.0003526136,1.3939237e-05,0.00014894946,3.572418e-05,0.00018699648,0.0001581249
../Image/Train_Image\test\FM-LD\IMG_20230522_180401.jpg,1,FM-LD,1.0,FM-LD,0.0,FM-ED,3.0,FM-OM,5.0,HF-ED,1.0,0.018054212,0.94596976,0.006544122,0.01391848,0.00313771,0.010618888,0.00010526167,0.00016287783,5.4479897e-06,0.0003417186,3.141186e-05,0.00025344617,5.9873415e-05,0.0003857168,0.00041109667
../Image/Train_Image\test\FM-LD\IMG_20230522_180403.jpg,1,FM-LD,1.0,FM-LD,5.0,HF-ED,4.0,FM-SD,0.0,FM-ED,1.0,0.006649837,0.9667478,0.0017372334,0.005745418,0.0075656967,0.010630068,6.909291e-05,7.878297e-05,1.5589346e-06,0.00030863818,1.2125843e-05,0.00011836315,3.1021733e-05,0.00015497649,0.0001495202
../Image/Train_Image\test\FM-LD\IMG_20230522_180404.jpg,1,FM-LD,1.0,FM-LD,5.0,HF-ED,4.0,FM-SD,3.0,FM-OM,1.0,0.009613974,0.9378585,0.002433934,0.010025566,0.015869778,0.022256391,0.00018370188,0.0001897003,4.3787904e-06,0.0005731909,3.3413213e-05,0.00022485977,9.4774514e-05,0.0003278152,0.0003099805
