图像路径,标注类别ID,标注类别名称,top-1-预测ID,top-1-预测名称,top-2-预测ID,top-2-预测名称,top-3-预测ID,top-3-预测名称,top-4-预测ID,top-4-预测名称,top-n预测正确,FM-ED-预测置信度,FM-LD-预测置信度,FM-MD-预测置信度,FM-OM-预测置信度,FM-SD-预测置信度,HF-ED-预测置信度,HF-LD-预测置信度,HF-MD-预测置信度,HF-OM-预测置信度,HF-SD-预测置信度,RJ-ED-预测置信度,RJ-LD-预测置信度,RJ-MD-预测置信度,RJ-OM-预测置信度,RJ-SD-预测置信度
../Image/Train_Image\test\FM-ED\IMG_20230524_113720_1.jpg,0,FM-ED,0.0,FM-ED,3.0,FM-OM,2.0,FM-MD,4.0,FM-SD,1.0,0.63991773,0.0067715393,0.1355121,0.14046855,0.020448707,0.014436555,0.0024193013,0.0061458587,0.0022922563,0.011395055,0.0020568296,0.001875969,0.0039705685,0.0020501704,0.010238844
../Image/Train_Image\test\FM-ED\IMG_20230524_113736_1.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,4.0,FM-SD,1.0,0.6575464,0.004933893,0.22636628,0.08237801,0.010678263,0.0032319238,0.0013471403,0.0011668222,0.0003587615,0.0029570037,0.00076622143,0.00097400753,0.0012791591,0.00048758002,0.0055285715
../Image/Train_Image\test\FM-ED\IMG_20230524_113740.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,4.0,FM-SD,1.0,0.58984774,0.0049828193,0.32397136,0.054216392,0.01658825,0.0014576646,0.0006624225,0.0005604004,0.00048432613,0.0025956605,0.0006395553,0.00068887125,0.0009467622,0.00043043,0.0019272466
../Image/Train_Image\test\FM-ED\IMG_20230524_113740_1.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,4.0,FM-SD,1.0,0.585404,0.004494206,0.21281104,0.16122226,0.015184233,0.0044389335,0.0010377923,0.0010086584,0.0007638151,0.0059199957,0.0006564929,0.0010264477,0.0018005692,0.0005931741,0.0036384189
../Image/Train_Image\test\FM-ED\IMG_20230524_113743_2.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,1.0,FM-LD,1.0,0.60518193,0.008172883,0.34773478,0.018620357,0.007807571,0.003467593,0.00077402015,0.0015161902,0.00044045682,0.0027341885,0.00041857982,0.001027624,0.00080244057,0.00037079945,0.0009306641
../Image/Train_Image\test\FM-ED\IMG_20230524_113744.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,4.0,FM-SD,3.0,FM-OM,1.0,0.5547916,0.013732642,0.35844696,0.019022807,0.043800395,0.0032139218,0.00055119937,0.00042500973,0.00057075685,0.0016152948,0.0005344201,0.0010759799,0.0006122729,0.000508697,0.001098052
../Image/Train_Image\test\FM-ED\IMG_20230524_113747_2.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,4.0,FM-SD,1.0,0.7920174,0.0051973304,0.14294168,0.0315492,0.0146122025,0.004320057,0.0011833266,0.0009145478,0.000677936,0.002367441,0.0002582573,0.0007961002,0.0006634472,0.00042484837,0.0020762898
../Image/Train_Image\test\FM-ED\IMG_20230524_113748.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,4.0,FM-SD,1.0,0.81334937,0.0036364826,0.14838165,0.018491812,0.008067693,0.002593566,0.0007216711,0.00058715045,0.00028475013,0.0012492717,0.00023860497,0.0004939836,0.0005383762,0.00027151618,0.0010941336
../Image/Train_Image\test\FM-ED\IMG_20230524_113751_1.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,4.0,FM-SD,1.0,0.76066744,0.004340046,0.1730237,0.04653685,0.007708945,0.002737981,0.0004637243,0.00037619207,0.0002937045,0.0012184735,0.00023475428,0.00039046098,0.00026986844,0.00022749175,0.001510415
../Image/Train_Image\test\FM-ED\IMG_20230524_113751_2.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,4.0,FM-SD,1.0,0.84411407,0.0030901874,0.11687385,0.024824215,0.0055405167,0.002088,0.00022577061,0.00020861678,0.00020234723,0.0011084352,7.859023e-05,0.00023849086,0.00013811812,0.00014712333,0.0011216349
../Image/Train_Image\test\FM-ED\IMG_20230524_113757.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,4.0,FM-SD,1.0,0.5426802,0.009111658,0.39198282,0.026275147,0.018542243,0.0027443045,0.0007866753,0.00077905675,0.0004479574,0.0017318332,0.0007201723,0.0006142878,0.0007666933,0.00070411846,0.002112838
../Image/Train_Image\test\FM-ED\IMG_20230524_113757_1.jpg,0,FM-ED,2.0,FM-MD,0.0,FM-ED,4.0,FM-SD,3.0,FM-OM,1.0,0.43255416,0.008645172,0.50870407,0.01900242,0.019320626,0.0022227492,0.0004083498,0.0007229288,0.00035316718,0.0015650273,0.0012264329,0.0007405982,0.0012868869,0.0008314889,0.0024159628
../Image/Train_Image\test\FM-ED\IMG_20230524_113803.jpg,0,FM-ED,2.0,FM-MD,0.0,FM-ED,3.0,FM-OM,4.0,FM-SD,1.0,0.3300709,0.0073070196,0.619951,0.021027155,0.018168302,0.0005636509,0.00031017684,0.00048457627,0.00011318579,0.00032365756,0.000239546,0.00022522052,0.0003572447,0.00015086698,0.00070749386
../Image/Train_Image\test\FM-ED\IMG_20230524_113803_1.jpg,0,FM-ED,2.0,FM-MD,0.0,FM-ED,4.0,FM-SD,3.0,FM-OM,1.0,0.22808911,0.018279312,0.6860908,0.01991964,0.04220463,0.000786805,0.0005563099,0.0007545372,0.00018207573,0.00048950023,0.0002589356,0.00023843281,0.0005068147,0.0002292275,0.0014138995
../Image/Train_Image\test\FM-ED\IMG_20230524_113806_1.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,4.0,FM-SD,1.0,FM-LD,1.0,0.4385268,0.028732162,0.42799875,0.02230047,0.07591596,0.0014590637,0.00041450752,0.0005768756,0.00038903207,0.00057163375,0.00029086263,0.0005640666,0.00042532643,0.0005875279,0.0012469522
../Image/Train_Image\test\FM-ED\IMG_20230524_113807.jpg,0,FM-ED,2.0,FM-MD,0.0,FM-ED,4.0,FM-SD,3.0,FM-OM,1.0,0.26905167,0.009522635,0.55521,0.010313578,0.14867792,0.0019997852,0.0004940483,0.00089567807,0.00020555928,0.0011007729,0.0002758609,0.00027544843,0.0005790779,0.00055222,0.0008457548
../Image/Train_Image\test\FM-ED\IMG_20230524_113820_1.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,1.0,FM-LD,1.0,0.529109,0.062245935,0.28056598,0.06522523,0.05448438,0.0015429832,0.0009246093,0.00071547413,0.0006006111,0.0007065161,0.00037492294,0.0004268467,0.0010167154,0.0003022745,0.0017585855
../Image/Train_Image\test\FM-ED\IMG_20230524_113821.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,1.0,FM-LD,3.0,FM-OM,1.0,0.6590882,0.064361446,0.20800464,0.034629513,0.016022924,0.002355307,0.0021487107,0.0015263758,0.0012983056,0.00208227,0.00091025274,0.0010314918,0.0019486251,0.0005590557,0.0040328554
../Image/Train_Image\test\FM-ED\IMG_20230524_113824.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,1.0,FM-LD,1.0,0.81065065,0.015816541,0.12591438,0.034153767,0.0071675153,0.0013594907,0.0002969888,0.0003527278,0.00036493072,0.00074428937,0.00028798427,0.0003995634,0.00045105154,0.00014046756,0.0018996254
../Image/Train_Image\test\FM-ED\IMG_20230524_113824_1.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,1.0,FM-LD,1.0,0.72436255,0.03736858,0.16180187,0.05377068,0.0092809,0.0022284896,0.00091400224,0.0008957816,0.0010967321,0.001516008,0.0008961465,0.00096523337,0.001029056,0.0005276953,0.0033462367
../Image/Train_Image\test\FM-ED\IMG_20230524_113828_1.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,1.0,FM-LD,1.0,0.61954355,0.039154384,0.25784335,0.05041932,0.008098528,0.0029449568,0.0031733396,0.00192607,0.0013912842,0.004082354,0.0014137733,0.0016838955,0.0022749985,0.000626297,0.005423945
../Image/Train_Image\test\FM-ED\IMG_20230524_113828_2.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,1.0,FM-LD,3.0,FM-OM,1.0,0.5120555,0.0639191,0.3415781,0.039943397,0.020656781,0.0025822117,0.0021209875,0.0015935914,0.0015587936,0.0031212284,0.00098254,0.0014216691,0.0017559472,0.0008132348,0.0058969213
../Image/Train_Image\test\FM-ED\IMG_20230524_113832.jpg,0,FM-ED,2.0,FM-MD,0.0,FM-ED,3.0,FM-OM,4.0,FM-SD,1.0,0.42214268,0.011905581,0.5003599,0.028528584,0.02657266,0.0018700158,0.0013691399,0.00086562545,0.00048654233,0.0012465892,0.0004039404,0.00067576737,0.001294061,0.00027874752,0.0020001496
../Image/Train_Image\test\FM-ED\IMG_20230524_113832_1.jpg,0,FM-ED,2.0,FM-MD,0.0,FM-ED,4.0,FM-SD,3.0,FM-OM,1.0,0.40946445,0.012944239,0.5050493,0.02684374,0.03673923,0.0016519603,0.0012114375,0.0008217942,0.00037793722,0.0010142677,0.00035863326,0.00059059396,0.0011471022,0.00023069845,0.0015545972
../Image/Train_Image\test\FM-ED\IMG_20230524_113836.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,1.0,FM-LD,1.0,0.7295544,0.038518332,0.16705835,0.045017935,0.008454766,0.0020715208,0.0009958759,0.0008132556,0.0012196659,0.0013173522,0.00059570704,0.0010390662,0.00084969687,0.00040151787,0.0020925559
../Image/Train_Image\test\FM-ED\IMG_20230524_113836_1.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,1.0,FM-LD,1.0,0.6940718,0.023836788,0.24228892,0.025051203,0.0058834255,0.0006165218,0.0009333052,0.0008648401,0.0008038158,0.0010101598,0.00033904397,0.00075426506,0.0012952223,0.00021804067,0.0020326427
../Image/Train_Image\test\FM-ED\IMG_20230524_113841.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,1.0,FM-LD,1.0,0.6795966,0.007591084,0.25128692,0.05034583,0.004290597,0.0008636253,0.00080055697,0.0006476273,0.00046293213,0.0008040325,0.00028306883,0.00069431117,0.00063678407,0.00022989302,0.001466188
../Image/Train_Image\test\FM-ED\IMG_20230524_113841_1.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,1.0,FM-LD,1.0,0.6576656,0.0141465785,0.17318459,0.13712864,0.007971309,0.00083539146,0.0006325121,0.0008234976,0.0007597079,0.00096966926,0.0005295434,0.00086917647,0.0009774008,0.00043809012,0.0030683123
../Image/Train_Image\test\FM-ED\IMG_20230524_113844_1.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,1.0,FM-LD,1.0,0.48645636,0.03292029,0.38425043,0.057026874,0.025246447,0.0018062404,0.0011844394,0.0013588624,0.00091185776,0.0009574952,0.0007416247,0.0009563987,0.001095883,0.00057849905,0.004508213
../Image/Train_Image\test\FM-ED\IMG_20230524_113845.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,1.0,FM-LD,1.0,0.6489051,0.018338537,0.27485478,0.036809523,0.0067283898,0.002060655,0.0008553339,0.0008234963,0.0008478529,0.001626588,0.0012018497,0.00085316895,0.0017119107,0.0004957169,0.00388704
../Image/Train_Image\test\FM-ED\IMG_20230524_113848_1.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,1.0,FM-LD,1.0,0.8275509,0.02788175,0.088658325,0.044591993,0.003860047,0.0008831473,0.0013621912,0.0007663911,0.0004503422,0.0011075317,0.00036757102,0.00038178026,0.00040453993,0.00017837717,0.0015550363
../Image/Train_Image\test\FM-ED\IMG_20230524_113849.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,1.0,FM-LD,3.0,FM-OM,1.0,0.8129262,0.059457023,0.070189945,0.03908345,0.0034229693,0.0020733352,0.0024274976,0.0014980546,0.0010523743,0.0017441957,0.00080691295,0.0010310417,0.00080253667,0.00038010333,0.0031045056
../Image/Train_Image\test\FM-ED\IMG_20230524_113855_1.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,4.0,FM-SD,1.0,0.6322785,0.0040532905,0.24774235,0.10201797,0.0090627,0.001217523,0.00028923602,0.0003052783,0.00022652114,0.0007314082,0.000104788414,0.00017565183,0.00044592982,0.00012116965,0.0012276124
../Image/Train_Image\test\FM-ED\IMG_20230524_113856.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,4.0,FM-SD,1.0,0.50736123,0.010039542,0.42002758,0.04713088,0.011156477,0.0007248219,0.00025432787,0.00024162087,0.00018909901,0.0005848952,0.00015414807,0.0002461053,0.00049793604,0.00015496081,0.001236347
../Image/Train_Image\test\FM-ED\IMG_20230524_113859_1.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,4.0,FM-SD,1.0,0.69082665,0.0053433925,0.24141015,0.050705004,0.0067056487,0.00058891706,0.00047337395,0.0003485556,0.00025955532,0.0006229366,0.00023253233,0.00027483454,0.00060782797,0.00012831978,0.0014722828
../Image/Train_Image\test\FM-ED\IMG_20230524_113900.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,4.0,FM-SD,1.0,0.6190912,0.0038317523,0.3339263,0.033776976,0.005905179,0.00035699355,0.00039962246,0.00028363394,0.0001682662,0.00061711087,0.00011968832,0.00021510352,0.00029407683,0.00011068071,0.0009034617
../Image/Train_Image\test\FM-ED\IMG_20230524_113903_1.jpg,0,FM-ED,2.0,FM-MD,0.0,FM-ED,3.0,FM-OM,1.0,FM-LD,1.0,0.41552767,0.019584402,0.52215385,0.021917487,0.01577449,0.0005941564,0.0006136721,0.00041839006,0.00021283982,0.00056261703,0.00026156622,0.00035097043,0.0005232617,0.00013224615,0.0013724213
../Image/Train_Image\test\FM-ED\IMG_20230524_113903_2.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,4.0,FM-SD,1.0,0.48410118,0.016631138,0.434203,0.034772795,0.023719244,0.0007523444,0.00041983477,0.00043069024,0.00041043598,0.0010603607,0.00027698182,0.0005870036,0.00060339307,0.0002806326,0.0017510591
../Image/Train_Image\test\FM-ED\IMG_20230524_113907.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,4.0,FM-SD,1.0,0.6173131,0.014950176,0.30727628,0.03500857,0.020439608,0.0008844878,0.00034522967,0.00033062446,0.0003030892,0.0007464916,0.00023735956,0.0002673191,0.00044801418,0.000117189,0.0013323963
../Image/Train_Image\test\FM-ED\IMG_20230524_113907_1.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,1.0,FM-LD,1.0,0.7274729,0.01787474,0.14035772,0.09181067,0.013221155,0.0011686693,0.0009482485,0.0005379076,0.0009567841,0.0014677211,0.0003918851,0.00056844903,0.00061614387,0.0004063698,0.0022006107
../Image/Train_Image\test\FM-LD\IMG_20230522_180302_1.jpg,1,FM-LD,1.0,FM-LD,4.0,FM-SD,0.0,FM-ED,2.0,FM-MD,1.0,0.041190244,0.8003847,0.035131723,0.017823441,0.08925874,0.0021059734,0.0032608514,0.0030717698,0.0005215322,0.0009813356,0.0014049915,0.0013143781,0.00065319665,0.00093329797,0.0019638245
../Image/Train_Image\test\FM-LD\IMG_20230522_180304.jpg,1,FM-LD,1.0,FM-LD,4.0,FM-SD,3.0,FM-OM,0.0,FM-ED,1.0,0.016014446,0.8969888,0.012940385,0.01849091,0.040622838,0.0013913418,0.0023088562,0.002502404,0.00083276426,0.001312691,0.002037321,0.00095701247,0.0004676807,0.001034936,0.0020976372
../Image/Train_Image\test\FM-LD\IMG_20230522_180306.jpg,1,FM-LD,1.0,FM-LD,4.0,FM-SD,0.0,FM-ED,3.0,FM-OM,1.0,0.006755161,0.9467299,0.005310797,0.0067025786,0.025715817,0.0007822874,0.0015147965,0.0012874701,0.00036535293,0.00053761055,0.0012368828,0.00045547765,0.00037410532,0.0008526909,0.0013789493
../Image/Train_Image\test\FM-LD\IMG_20230522_180308.jpg,1,FM-LD,1.0,FM-LD,4.0,FM-SD,3.0,FM-OM,0.0,FM-ED,1.0,0.0032246264,0.9651046,0.0023883446,0.0064200675,0.017393805,0.0003472536,0.0010471441,0.0010182501,0.0001636555,0.00026542135,0.0012059672,0.00024093362,0.00020985106,0.00017194268,0.00079822645
../Image/Train_Image\test\FM-LD\IMG_20230522_180309_2.jpg,1,FM-LD,1.0,FM-LD,4.0,FM-SD,0.0,FM-ED,2.0,FM-MD,1.0,0.010066931,0.91477203,0.0048023164,0.0033357737,0.05779265,0.0007507757,0.002327301,0.0023356248,0.00032820407,0.00046073442,0.00079219404,0.0003822935,0.00025103948,0.00035474804,0.0012473812
../Image/Train_Image\test\FM-LD\IMG_20230522_180312.jpg,1,FM-LD,1.0,FM-LD,4.0,FM-SD,2.0,FM-MD,0.0,FM-ED,1.0,0.07311858,0.6006258,0.07929549,0.054440442,0.16362855,0.006071777,0.0033919537,0.005685811,0.0012580439,0.0025630365,0.0021049522,0.0015424758,0.0012662415,0.0019831448,0.003023561
../Image/Train_Image\test\FM-LD\IMG_20230522_180313_1.jpg,1,FM-LD,1.0,FM-LD,4.0,FM-SD,0.0,FM-ED,2.0,FM-MD,1.0,0.03273277,0.8341822,0.022484422,0.016014984,0.0834311,0.0017072167,0.002383262,0.0020926713,0.00038562407,0.00072293653,0.001354314,0.00033103355,0.0002513116,0.0007278545,0.0011983325
../Image/Train_Image\test\FM-LD\IMG_20230522_180315.jpg,1,FM-LD,1.0,FM-LD,4.0,FM-SD,0.0,FM-ED,2.0,FM-MD,1.0,0.03163963,0.83725345,0.026784271,0.007555599,0.08721727,0.0014093264,0.0017521131,0.0018324587,0.00029150656,0.0005648769,0.0006755893,0.00042335028,0.0002667043,0.0006310221,0.0017028477
../Image/Train_Image\test\FM-LD\IMG_20230522_180333_1.jpg,1,FM-LD,1.0,FM-LD,3.0,FM-OM,4.0,FM-SD,0.0,FM-ED,1.0,0.037818834,0.6748377,0.01780437,0.19462022,0.054136515,0.0015897034,0.0028198033,0.0028377634,0.0010336799,0.0018132775,0.0019531162,0.001054718,0.00079231634,0.0017610665,0.005126956
../Image/Train_Image\test\FM-LD\IMG_20230522_180335_1.jpg,1,FM-LD,1.0,FM-LD,0.0,FM-ED,2.0,FM-MD,4.0,FM-SD,1.0,0.0067020603,0.9847052,0.0034625675,0.0007285053,0.0030270498,0.00021468346,0.00018082192,0.00015005482,9.466466e-05,0.000109486464,0.00020835672,9.481193e-05,4.664718e-05,9.475544e-05,0.00018035762
../Image/Train_Image\test\FM-LD\IMG_20230522_180342_1.jpg,1,FM-LD,1.0,FM-LD,0.0,FM-ED,4.0,FM-SD,2.0,FM-MD,1.0,0.030090488,0.9195205,0.012238486,0.003191557,0.026630776,0.0016015216,0.0008239977,0.0008455357,0.0006226585,0.0003418866,0.00097613217,0.0006896243,0.00048787528,0.0003955179,0.0015433679
../Image/Train_Image\test\FM-LD\IMG_20230522_180344.jpg,1,FM-LD,1.0,FM-LD,4.0,FM-SD,2.0,FM-MD,0.0,FM-ED,1.0,0.009408347,0.9049508,0.01675158,0.00078559923,0.063634664,0.00068191293,0.00037947638,0.0007821522,0.00013046958,0.00014822371,0.000893116,0.00017181892,0.00035587227,0.00030119,0.0006247534
../Image/Train_Image\test\FM-LD\IMG_20230522_180348_1.jpg,1,FM-LD,1.0,FM-LD,4.0,FM-SD,2.0,FM-MD,0.0,FM-ED,1.0,0.018485468,0.8822023,0.025906757,0.00092771294,0.06801612,0.0005577221,0.00054732565,0.00085676,0.00018942235,0.00017678531,0.00044379974,0.00020684881,0.00026095874,0.00038442243,0.00083753915
../Image/Train_Image\test\FM-LD\IMG_20230522_180350_1.jpg,1,FM-LD,1.0,FM-LD,4.0,FM-SD,2.0,FM-MD,0.0,FM-ED,1.0,0.047782682,0.8208268,0.05670488,0.0021056435,0.06535281,0.0010065327,0.0018938442,0.0011003225,0.00023730035,0.00065604487,0.00065425417,0.0003101757,0.0002984339,0.00034464247,0.00072555064
../Image/Train_Image\test\FM-LD\IMG_20230522_180352_1.jpg,1,FM-LD,1.0,FM-LD,0.0,FM-ED,2.0,FM-MD,4.0,FM-SD,1.0,0.019936122,0.9604938,0.009094392,0.0008945425,0.0072008907,0.0002811747,0.00020391967,0.00032344,0.00014570993,0.000104381885,0.00024408178,0.00017746171,0.00012711254,0.00011764781,0.00065539184
../Image/Train_Image\test\FM-LD\IMG_20230522_180354.jpg,1,FM-LD,1.0,FM-LD,2.0,FM-MD,0.0,FM-ED,4.0,FM-SD,1.0,0.054262813,0.84906864,0.06057442,0.0029657993,0.025798343,0.0007434062,0.00094132003,0.00079809676,0.00057525875,0.00040594777,0.0010030248,0.00037006525,0.00050801184,0.00036183538,0.0016228444
../Image/Train_Image\test\FM-LD\IMG_20230522_180357_1.jpg,1,FM-LD,1.0,FM-LD,0.0,FM-ED,4.0,FM-SD,2.0,FM-MD,1.0,0.019603858,0.9414814,0.0123285735,0.0021212634,0.019066524,0.0006749721,0.0007214324,0.00051341014,0.00027957038,0.00036244193,0.0005372616,0.0004728369,0.00021390966,0.00034675896,0.0012757761
../Image/Train_Image\test\FM-LD\IMG_20230522_180359.jpg,1,FM-LD,1.0,FM-LD,4.0,FM-SD,0.0,FM-ED,2.0,FM-MD,1.0,0.0067894747,0.9646671,0.004910457,0.0007980521,0.019805904,0.00026097326,0.00026298699,0.00041345225,0.00018105732,0.00016464527,0.00040932672,0.00018069318,0.00011397577,0.00019701927,0.0008448454
../Image/Train_Image\test\FM-LD\IMG_20230522_180401.jpg,1,FM-LD,1.0,FM-LD,4.0,FM-SD,2.0,FM-MD,0.0,FM-ED,1.0,0.019996585,0.91363734,0.025525564,0.0016082984,0.031406622,0.0009202899,0.00044900028,0.00065986055,0.00028203105,0.00030592698,0.001106784,0.00046495156,0.00053166074,0.0003910389,0.0027140658
../Image/Train_Image\test\FM-LD\IMG_20230522_180403.jpg,1,FM-LD,1.0,FM-LD,4.0,FM-SD,0.0,FM-ED,2.0,FM-MD,1.0,0.041101757,0.8506385,0.027955478,0.003931501,0.06055016,0.0021992435,0.002287979,0.00199351,0.00080020895,0.0008704138,0.0015298873,0.0013394532,0.00087197626,0.0013752005,0.0025546192
../Image/Train_Image\test\FM-LD\IMG_20230522_180404.jpg,1,FM-LD,1.0,FM-LD,4.0,FM-SD,2.0,FM-MD,0.0,FM-ED,1.0,0.021511901,0.8506941,0.034232937,0.0027911037,0.07885191,0.0012835913,0.0010914766,0.0012613154,0.0006503296,0.00069230783,0.0012708785,0.0010227453,0.0006511491,0.00095749827,0.003036712
../Image/Train_Image\test\FM-LD\IMG_20230522_180406.jpg,1,FM-LD,1.0,FM-LD,0.0,FM-ED,4.0,FM-SD,2.0,FM-MD,1.0,0.037578147,0.90110075,0.022757553,0.0016478198,0.03212919,0.00090223394,0.00045839525,0.0006116534,0.0002378748,0.00044924943,0.00046511486,0.00030836868,0.00020701146,0.0003682988,0.0007783059
