图像路径,标注类别ID,标注类别名称,top-1-预测ID,top-1-预测名称,top-2-预测ID,top-2-预测名称,top-3-预测ID,top-3-预测名称,top-4-预测ID,top-4-预测名称,top-n预测正确,FM-ED-预测置信度,FM-LD-预测置信度,FM-MD-预测置信度,FM-OM-预测置信度,FM-SD-预测置信度,HF-ED-预测置信度,HF-LD-预测置信度,HF-MD-预测置信度,HF-OM-预测置信度,HF-SD-预测置信度,RJ-ED-预测置信度,RJ-LD-预测置信度,RJ-MD-预测置信度,RJ-OM-预测置信度,RJ-SD-预测置信度
../Image/Train_Image\test\FM-ED\IMG_20230524_113740_1.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,12.0,RJ-MD,1.0,0.95886767,1.0363154e-06,0.039992932,0.000709027,3.6670615e-05,1.8303721e-06,7.5920293e-06,9.463295e-06,1.4062841e-05,1.2087802e-06,2.0061066e-06,2.1542385e-06,0.00026820006,5.273734e-07,8.5585234e-05
../Image/Train_Image\test\FM-ED\IMG_20230524_113743_2.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,4.0,FM-SD,1.0,0.99660873,1.391495e-07,0.003208788,0.00010810968,5.3261858e-05,3.96709e-07,3.5892214e-07,5.9879284e-07,1.0471545e-06,3.5707643e-07,2.8745524e-07,2.2249476e-07,1.2352266e-05,3.5672567e-08,5.2972578e-06
../Image/Train_Image\test\FM-ED\IMG_20230524_113744.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,4.0,FM-SD,1.0,0.98246634,2.4257395e-06,0.015764866,0.0015718389,7.14249e-05,2.649137e-06,4.761798e-06,4.5722027e-06,1.50788555e-05,1.955573e-06,5.2283633e-07,8.068374e-06,5.399513e-05,1.5800749e-06,2.9882027e-05
../Image/Train_Image\test\FM-ED\IMG_20230524_113747_2.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,14.0,RJ-SD,1.0,0.9983132,4.116553e-07,0.0013779067,0.00025762984,1.3273951e-05,1.9335018e-06,9.578742e-07,8.6856534e-07,3.3186461e-06,1.1021775e-06,4.1776326e-07,1.625215e-06,1.2205165e-05,2.7337504e-07,1.4868346e-05
../Image/Train_Image\test\FM-ED\IMG_20230524_113748.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,4.0,FM-SD,1.0,0.99883777,2.345051e-07,0.0010450801,8.73069e-05,1.6661796e-05,1.1514829e-06,3.822312e-07,3.2210738e-07,1.060186e-06,7.370004e-07,2.422012e-07,3.4631572e-07,3.5504588e-06,8.337076e-08,5.0561375e-06
../Image/Train_Image\test\FM-ED\IMG_20230524_113751_1.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,8.0,HF-OM,1.0,0.99407023,5.649561e-07,0.0054888716,0.0003447994,2.6652075e-05,6.720393e-07,4.074902e-06,1.451076e-06,2.801247e-05,1.1447668e-06,4.1270954e-07,6.4479354e-07,2.4619845e-05,1.3948667e-07,7.641075e-06
../Image/Train_Image\test\FM-ED\IMG_20230524_113751_2.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,4.0,FM-SD,1.0,0.99828523,1.3994713e-07,0.001584237,0.00011008861,1.1167492e-05,5.120201e-07,5.77654e-07,3.456696e-07,2.0850005e-06,3.7811682e-07,9.0015554e-08,9.9253846e-08,2.946759e-06,2.671896e-08,1.9059103e-06
../Image/Train_Image\test\FM-ED\IMG_20230524_113757.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,4.0,FM-SD,1.0,0.9462636,8.072432e-06,0.052783556,0.00064673426,0.00024640412,6.165857e-07,1.927116e-06,1.2933894e-05,9.509214e-07,2.272357e-06,5.103145e-07,3.2325687e-07,2.8311957e-05,6.4712005e-08,3.709328e-06
../Image/Train_Image\test\FM-ED\IMG_20230524_113757_1.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,4.0,FM-SD,3.0,FM-OM,1.0,0.80190724,1.4019674e-05,0.19691053,0.00030982937,0.0006568462,5.2726193e-07,2.2080067e-06,1.7205775e-05,1.2350598e-06,3.7227244e-06,3.368446e-06,5.743134e-07,0.00015911352,1.2100521e-07,1.3494616e-05
../Image/Train_Image\test\FM-ED\IMG_20230524_113803.jpg,0,FM-ED,2.0,FM-MD,0.0,FM-ED,4.0,FM-SD,12.0,RJ-MD,1.0,0.021547113,2.5815496e-05,0.97122574,0.0013322006,0.0038164642,4.9093165e-07,2.5635306e-06,3.404891e-05,9.002526e-06,3.3079192e-07,2.1973826e-06,1.7835978e-06,0.0019238157,6.612662e-07,7.771605e-05
../Image/Train_Image\test\FM-ED\IMG_20230524_113803_1.jpg,0,FM-ED,2.0,FM-MD,0.0,FM-ED,4.0,FM-SD,3.0,FM-OM,1.0,0.03832168,3.9953404e-05,0.93960625,0.0010827675,0.020010613,9.620909e-07,2.5984039e-06,5.7753245e-05,3.3397048e-06,6.089094e-07,2.3801263e-06,4.7037616e-07,0.0008329472,2.773434e-07,3.7358695e-05
../Image/Train_Image\test\FM-ED\IMG_20230524_113806_1.jpg,0,FM-ED,0.0,FM-ED,4.0,FM-SD,2.0,FM-MD,7.0,HF-MD,1.0,0.9134061,5.731937e-07,0.000245634,3.5956164e-05,0.08605962,7.894698e-07,5.7495627e-06,0.00023537186,4.0127393e-08,5.157636e-06,1.186198e-07,2.4988264e-10,4.9139003e-06,4.9536114e-10,7.77803e-08
../Image/Train_Image\test\FM-ED\IMG_20230524_113807.jpg,0,FM-ED,0.0,FM-ED,4.0,FM-SD,2.0,FM-MD,7.0,HF-MD,1.0,0.76167417,1.5798471e-06,0.0023617144,0.00019934187,0.23466094,5.313477e-06,2.7845554e-06,0.0010285175,8.636081e-08,3.3388576e-06,4.858636e-07,9.873823e-09,6.0628503e-05,7.980814e-09,1.0071255e-06
../Image/Train_Image\test\FM-ED\IMG_20230524_113820_1.jpg,0,FM-ED,2.0,FM-MD,0.0,FM-ED,4.0,FM-SD,3.0,FM-OM,1.0,0.3021744,9.889999e-06,0.6822636,0.0054433844,0.009535793,5.591693e-06,1.0422179e-05,9.4318624e-05,7.4524214e-05,5.2886764e-07,2.940804e-06,4.931629e-07,0.00030174738,4.1144676e-07,8.194271e-05
../Image/Train_Image\test\FM-ED\IMG_20230524_113821.jpg,0,FM-ED,2.0,FM-MD,0.0,FM-ED,3.0,FM-OM,4.0,FM-SD,1.0,0.17654827,1.8559595e-05,0.82034713,0.001996831,0.0009837422,2.025748e-06,2.1165756e-06,2.4723302e-05,8.265008e-06,2.4589903e-07,4.6666509e-07,1.9365831e-07,5.179032e-05,1.3784218e-07,1.5520156e-05
../Image/Train_Image\test\FM-ED\IMG_20230524_113824.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,14.0,RJ-SD,1.0,0.9997025,5.5091096e-09,0.00027275833,1.47489445e-05,2.8307534e-07,2.459617e-07,2.027296e-08,8.5059504e-08,1.3034971e-08,1.5387721e-07,7.0468366e-07,6.9412516e-09,1.5287973e-06,3.3178382e-09,6.9721455e-06
../Image/Train_Image\test\FM-ED\IMG_20230524_113824_1.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,14.0,RJ-SD,1.0,0.9986572,2.2821848e-08,0.0012309663,0.000103356426,2.0838081e-07,2.480573e-07,5.508792e-08,3.6027365e-07,2.1543421e-08,1.7491452e-07,3.6010877e-07,1.424683e-08,1.7904586e-06,6.4775953e-09,5.221492e-06
../Image/Train_Image\test\FM-ED\IMG_20230524_113828_1.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,14.0,RJ-SD,1.0,0.9911635,1.6982173e-06,0.007601992,0.0012119154,2.9044722e-06,4.2093257e-06,1.0242826e-06,2.5942127e-06,9.088047e-07,8.211071e-07,1.8296878e-07,1.500587e-07,1.8346948e-06,8.55965e-08,6.134991e-06
../Image/Train_Image\test\FM-ED\IMG_20230524_113828_2.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,14.0,RJ-SD,1.0,0.9968382,3.0026538e-07,0.002957284,0.00019283673,2.9528069e-06,6.495636e-07,2.7229538e-07,6.9508394e-07,1.9323646e-07,2.756168e-07,2.8383045e-07,2.223348e-08,1.7801752e-06,1.34999825e-08,4.142009e-06
../Image/Train_Image\test\FM-ED\IMG_20230524_113832.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,14.0,RJ-SD,1.0,0.9769453,4.3782913e-07,0.021137381,0.001857228,4.517301e-06,3.5255034e-06,8.36197e-07,8.599368e-06,9.321849e-08,2.5299764e-07,4.6650288e-07,1.7946617e-07,8.724415e-06,1.6524845e-07,3.224574e-05
../Image/Train_Image\test\FM-ED\IMG_20230524_113832_1.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,14.0,RJ-SD,1.0,0.9916876,1.3788141e-07,0.007633786,0.0006435789,4.034423e-06,2.050279e-06,3.3533718e-07,3.3157976e-06,3.849427e-08,1.5972515e-07,4.0451238e-07,6.189664e-08,4.917003e-06,5.6933725e-08,1.9474055e-05
../Image/Train_Image\test\FM-ED\IMG_20230524_113836.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,14.0,RJ-SD,1.0,0.99654645,4.658036e-07,0.0030065225,0.00038337163,1.3855705e-06,1.2032812e-06,2.4446325e-07,2.7361594e-07,1.7819435e-06,4.84617e-07,7.217067e-07,2.3606543e-07,4.7970448e-06,1.3541963e-07,5.1914816e-05
../Image/Train_Image\test\FM-ED\IMG_20230524_113836_1.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,14.0,RJ-SD,1.0,0.9982974,3.8910986e-07,0.0010190621,0.0006695961,1.1771401e-06,9.492618e-07,6.126902e-07,7.5950504e-07,4.4808448e-07,2.0866798e-07,1.1602609e-07,9.334274e-08,9.882233e-07,6.303225e-08,8.169561e-06
../Image/Train_Image\test\FM-ED\IMG_20230524_113841.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,14.0,RJ-SD,1.0,0.5478473,2.5102087e-05,0.40451482,0.04546692,7.369377e-05,1.4167566e-05,3.0513176e-05,0.000104196384,8.594485e-05,1.5130196e-06,3.9586653e-06,1.2660085e-05,0.0006509474,8.651585e-06,0.0011596483
../Image/Train_Image\test\FM-ED\IMG_20230524_113841_1.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,14.0,RJ-SD,1.0,0.70904577,4.560839e-05,0.24485382,0.0436705,6.5640204e-05,8.9364024e-05,0.000113276,0.0003096264,5.8094076e-05,3.928048e-06,4.073107e-06,2.6573904e-05,0.0005408004,1.7022128e-05,0.0011559085
../Image/Train_Image\test\FM-ED\IMG_20230524_113844_1.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,14.0,RJ-SD,1.0,0.99346304,3.0927924e-07,0.006419009,6.404566e-05,3.0257888e-06,2.850184e-07,1.7538086e-07,4.93613e-07,1.3957879e-07,2.759049e-07,2.324812e-06,4.5060002e-08,1.6192027e-05,2.8128374e-08,3.071192e-05
../Image/Train_Image\test\FM-ED\IMG_20230524_113845.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,14.0,RJ-SD,1.0,0.9914561,5.918391e-07,0.008343448,0.00016947946,1.0095611e-05,7.6840394e-07,3.3291712e-07,4.604779e-07,5.70873e-07,2.1466187e-07,3.8890863e-07,1.04669546e-07,5.1977263e-06,7.156668e-08,1.2122095e-05
../Image/Train_Image\test\FM-ED\IMG_20230524_113848_1.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,14.0,RJ-SD,1.0,0.90370846,1.9019582e-05,0.0926902,0.0028750184,0.00015347592,5.46948e-06,1.00185625e-05,1.6776334e-05,5.3606407e-05,1.3512258e-06,4.149267e-06,5.3462913e-06,0.00015670787,2.3089437e-06,0.00029806327
../Image/Train_Image\test\FM-ED\IMG_20230524_113849.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,14.0,RJ-SD,1.0,0.84492284,2.7106265e-05,0.14489481,0.008243755,6.898262e-05,1.2896139e-05,2.7676973e-05,7.734054e-05,5.962136e-05,2.3062441e-06,1.3265899e-05,2.7657157e-05,0.0004785805,1.312352e-05,0.0011300618
../Image/Train_Image\test\FM-ED\IMG_20230524_113855_1.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,12.0,RJ-MD,1.0,0.8932407,6.788077e-07,0.104905,0.0015928664,2.2756887e-05,1.573493e-06,9.919316e-07,1.4038963e-05,1.4515575e-06,4.5273316e-07,2.7200695e-06,5.638225e-07,0.000111518544,1.893077e-07,0.00010456713
../Image/Train_Image\test\FM-ED\IMG_20230524_113856.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,12.0,RJ-MD,1.0,0.92896634,8.475411e-07,0.06883818,0.0017942003,9.731059e-06,1.344468e-06,2.4510855e-06,1.9980285e-05,1.9742056e-06,6.0672437e-07,4.7985527e-06,1.1334888e-06,0.00019016938,4.1556757e-07,0.00016781781
../Image/Train_Image\test\FM-ED\IMG_20230524_113859_1.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,14.0,RJ-SD,1.0,0.9900474,3.2232586e-07,0.00941841,0.0004945688,2.5043812e-06,3.7469485e-07,2.444034e-07,1.4364126e-06,3.0268134e-07,1.5097577e-07,5.6034526e-07,9.089764e-08,8.51386e-06,3.7588364e-08,2.5082498e-05
../Image/Train_Image\test\FM-ED\IMG_20230524_113900.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,14.0,RJ-SD,1.0,0.9516092,1.0812026e-06,0.04585528,0.0022595695,6.5047298e-06,1.4166782e-06,1.544088e-06,7.790957e-06,4.0250547e-06,5.077329e-07,2.1787512e-06,9.385198e-07,7.1386785e-05,3.5923335e-07,0.00017824354
../Image/Train_Image\test\FM-ED\IMG_20230524_113903_1.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,4.0,FM-SD,1.0,0.95643497,9.470506e-07,0.04314885,0.0003331381,7.174613e-05,2.5671707e-07,4.2230096e-07,1.4714359e-06,6.6604997e-07,2.0986752e-07,1.9267199e-07,1.30147955e-08,5.0985223e-06,7.843175e-09,2.076415e-06
../Image/Train_Image\test\FM-ED\IMG_20230524_113903_2.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,4.0,FM-SD,1.0,0.9524497,1.5925827e-06,0.0462349,0.0012758743,1.5471162e-05,5.8470687e-07,9.704746e-07,4.939705e-06,8.18283e-07,2.3659983e-07,2.2564502e-07,7.8782456e-08,8.528567e-06,3.9422925e-08,6.1337e-06
../Image/Train_Image\test\FM-ED\IMG_20230524_113907.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,4.0,FM-SD,3.0,FM-OM,1.0,0.99323976,8.4990525e-08,0.006586329,6.932065e-05,8.6504435e-05,5.1625733e-07,1.0382773e-07,7.857989e-07,1.5746191e-07,1.5074234e-07,8.6755495e-07,1.0663916e-08,6.199075e-06,6.470892e-09,9.229655e-06
../Image/Train_Image\test\FM-ED\IMG_20230524_113907_1.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,4.0,FM-SD,1.0,0.9934534,3.5745424e-07,0.006049944,0.0004841901,4.3233467e-06,5.766964e-07,2.0351732e-07,1.4108282e-06,1.7700701e-07,1.8651289e-07,1.2068251e-07,1.8620428e-08,1.9503568e-06,6.9613697e-09,3.170805e-06
../Image/Train_Image\test\FM-LD\IMG_20230522_180302_1.jpg,1,FM-LD,1.0,FM-LD,4.0,FM-SD,0.0,FM-ED,7.0,HF-MD,1.0,4.932754e-07,0.999972,9.241984e-09,2.0958776e-10,2.7467697e-05,4.835332e-14,8.267594e-11,4.7624795e-08,1.712465e-19,3.1717073e-09,2.390402e-13,9.140884e-20,4.287003e-15,9.990297e-17,7.213947e-14
../Image/Train_Image\test\FM-LD\IMG_20230522_180304.jpg,1,FM-LD,1.0,FM-LD,0.0,FM-ED,4.0,FM-SD,7.0,HF-MD,1.0,1.6044606e-08,1.0,1.6978331e-10,1.4333121e-10,4.673479e-09,1.7588078e-15,1.3845019e-11,8.1390905e-10,1.9424327e-21,2.9977582e-10,3.126683e-15,2.3869922e-21,2.8427504e-17,3.784508e-18,3.9717837e-15
../Image/Train_Image\test\FM-LD\IMG_20230522_180306.jpg,1,FM-LD,1.0,FM-LD,0.0,FM-ED,4.0,FM-SD,7.0,HF-MD,1.0,2.115602e-09,1.0,2.2329676e-11,2.979135e-11,5.155317e-10,1.8413173e-15,1.6793456e-11,3.4312878e-10,2.8875777e-21,7.5050605e-11,3.291431e-15,5.768828e-21,2.7727913e-17,5.283513e-18,6.480621e-15
../Image/Train_Image\test\FM-LD\IMG_20230522_180308.jpg,1,FM-LD,1.0,FM-LD,4.0,FM-SD,0.0,FM-ED,9.0,HF-SD,1.0,1.4199957e-09,1.0,3.349766e-12,2.39957e-12,1.44326e-09,9.8226765e-17,1.5468968e-11,9.0693876e-11,1.0430776e-22,2.0786423e-10,1.8071226e-15,1.8338864e-23,4.061795e-18,9.112556e-20,5.7628157e-16
../Image/Train_Image\test\FM-LD\IMG_20230522_180309_2.jpg,1,FM-LD,1.0,FM-LD,4.0,FM-SD,7.0,HF-MD,0.0,FM-ED,1.0,1.6666213e-08,0.9999993,3.783584e-09,3.3471344e-11,5.990752e-07,6.4530887e-14,5.6735716e-10,9.481576e-08,4.1069267e-19,1.4461716e-09,1.251935e-12,1.9592004e-18,2.4114537e-14,1.3010498e-15,4.565745e-13
../Image/Train_Image\test\FM-LD\IMG_20230522_180312.jpg,1,FM-LD,1.0,FM-LD,4.0,FM-SD,0.0,FM-ED,7.0,HF-MD,1.0,1.5305531e-07,0.99999845,5.3722116e-09,4.1340406e-10,1.388858e-06,1.324299e-13,2.4657614e-11,9.84583e-09,6.445118e-20,3.9284734e-10,1.8969372e-14,1.7428193e-19,5.396563e-16,1.813472e-16,3.4753725e-14
../Image/Train_Image\test\FM-LD\IMG_20230522_180313_1.jpg,1,FM-LD,1.0,FM-LD,4.0,FM-SD,0.0,FM-ED,7.0,HF-MD,1.0,1.4588113e-06,0.9999652,5.309602e-08,1.3039557e-09,3.310416e-05,2.1049061e-13,4.6760423e-10,1.779543e-07,4.9006733e-18,5.4676215e-09,1.4454914e-12,1.7658162e-18,5.050474e-14,9.97858e-16,6.367339e-13
../Image/Train_Image\test\FM-LD\IMG_20230522_180315.jpg,1,FM-LD,1.0,FM-LD,4.0,FM-SD,0.0,FM-ED,7.0,HF-MD,1.0,6.570207e-08,0.9999962,1.5590466e-08,3.0444307e-11,3.787589e-06,1.7336172e-13,1.9797125e-10,4.4871026e-08,1.4088574e-19,2.7491e-09,5.6370864e-13,6.548426e-19,1.1466986e-14,7.5702246e-16,1.999984e-13
../Image/Train_Image\test\FM-LD\IMG_20230522_180333_1.jpg,1,FM-LD,1.0,FM-LD,7.0,HF-MD,3.0,FM-OM,4.0,FM-SD,1.0,3.7791816e-07,0.9999927,6.082592e-09,2.6632435e-06,9.4434006e-07,3.6624224e-11,5.012469e-07,2.707713e-06,8.054268e-13,7.8918105e-10,1.1974479e-09,2.1082639e-12,1.1574953e-10,7.7629965e-11,1.8747285e-08
../Image/Train_Image\test\FM-LD\IMG_20230522_180335_1.jpg,1,FM-LD,1.0,FM-LD,6.0,HF-LD,4.0,FM-SD,2.0,FM-MD,1.0,5.509076e-07,0.99998343,1.1065777e-06,1.2157538e-08,4.656338e-06,1.6698277e-08,8.59268e-06,2.9878325e-07,3.2843626e-09,1.2752994e-07,7.644963e-07,1.859128e-09,3.888172e-08,7.452155e-08,2.8952766e-07
../Image/Train_Image\test\FM-LD\IMG_20230522_180342_1.jpg,1,FM-LD,1.0,FM-LD,6.0,HF-LD,4.0,FM-SD,10.0,RJ-ED,1.0,2.2217087e-07,0.9981463,3.134815e-07,1.6743873e-09,0.00017351673,1.2457916e-07,0.0014985442,8.4500243e-07,7.5773346e-07,9.855872e-07,0.00014191255,9.5192005e-09,8.558421e-06,3.0697192e-06,2.488597e-05
../Image/Train_Image\test\FM-LD\IMG_20230522_180344.jpg,1,FM-LD,1.0,FM-LD,6.0,HF-LD,4.0,FM-SD,9.0,HF-SD,1.0,1.9765725e-06,0.89932907,2.8888184e-08,2.6940797e-10,0.033912394,4.1103894e-07,0.06562668,0.00019328011,1.5850671e-10,0.0008521812,8.306858e-05,3.8973e-12,4.344555e-07,2.7622663e-08,4.4720394e-07
../Image/Train_Image\test\FM-LD\IMG_20230522_180348_1.jpg,1,FM-LD,1.0,FM-LD,6.0,HF-LD,4.0,FM-SD,10.0,RJ-ED,1.0,9.608941e-07,0.9982528,2.4657536e-06,2.8300132e-08,3.1537842e-05,3.592541e-07,0.001664526,5.7981392e-06,5.7188778e-08,2.4620126e-06,2.1993481e-05,2.2218282e-08,2.3511113e-06,2.1844658e-06,1.2425132e-05
../Image/Train_Image\test\FM-LD\IMG_20230522_180350_1.jpg,1,FM-LD,1.0,FM-LD,4.0,FM-SD,6.0,HF-LD,10.0,RJ-ED,1.0,2.4653364e-06,0.9991105,1.4395733e-05,9.77255e-09,0.0004877674,9.899397e-07,0.00027894977,7.989343e-06,8.289284e-09,1.8922456e-05,7.001586e-05,9.232261e-09,2.1859944e-06,1.1240212e-06,4.6327887e-06
