图像路径,标注类别ID,标注类别名称,top-1-预测ID,top-1-预测名称,top-2-预测ID,top-2-预测名称,top-3-预测ID,top-3-预测名称,top-4-预测ID,top-4-预测名称,top-n预测正确,FM-ED-预测置信度,FM-LD-预测置信度,FM-MD-预测置信度,FM-OM-预测置信度,FM-SD-预测置信度,HF-ED-预测置信度,HF-LD-预测置信度,HF-MD-预测置信度,HF-OM-预测置信度,HF-SD-预测置信度,RJ-ED-预测置信度,RJ-LD-预测置信度,RJ-MD-预测置信度,RJ-OM-预测置信度,RJ-SD-预测置信度
../Image/Train_Image\test\FM-ED\IMG_20230524_113824_1.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,14.0,RJ-SD,1.0,0.9993456,4.950052e-06,0.00058733986,1.9545505e-05,4.5712786e-06,1.2247816e-05,1.041676e-06,6.169761e-07,8.093432e-07,1.790514e-06,8.898124e-07,8.410727e-07,8.302131e-07,1.2846812e-06,1.7654222e-05
../Image/Train_Image\test\FM-ED\IMG_20230524_113828_1.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,1.0,FM-LD,1.0,0.9997894,1.3150877e-05,9.909016e-05,6.779942e-05,3.887384e-06,7.0333526e-06,1.7874252e-06,6.389973e-07,2.0901023e-06,1.6885505e-06,9.619934e-07,6.466011e-07,8.23053e-07,1.4389855e-06,9.44271e-06
../Image/Train_Image\test\FM-ED\IMG_20230524_113828_2.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,14.0,RJ-SD,1.0,0.99987984,7.6914885e-06,6.333924e-05,1.9616848e-05,3.8088847e-06,8.784549e-06,1.2015067e-06,6.8801904e-07,1.320531e-06,1.5055964e-06,6.565975e-07,4.914261e-07,8.4040664e-07,1.0240872e-06,9.226996e-06
../Image/Train_Image\test\FM-ED\IMG_20230524_113832.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,14.0,RJ-SD,1.0,0.993252,1.888696e-05,0.006391504,0.00015076772,2.209207e-05,5.616462e-05,4.604016e-06,4.1521525e-06,4.2552097e-06,7.2008106e-06,3.001355e-06,7.2253542e-06,4.243093e-06,7.009742e-06,6.700187e-05
../Image/Train_Image\test\FM-ED\IMG_20230524_113832_1.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,14.0,RJ-SD,1.0,0.9990121,6.5983672e-06,0.00086941017,4.8247002e-05,1.0378837e-05,1.804269e-05,1.7154823e-06,1.3452909e-06,1.2723021e-06,2.1111703e-06,9.771625e-07,2.530661e-06,1.3070231e-06,2.0249865e-06,2.1933436e-05
../Image/Train_Image\test\FM-ED\IMG_20230524_113836.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,1.0,FM-LD,1.0,0.9998698,3.925834e-06,9.1107875e-05,2.270618e-05,1.9527236e-06,2.5374636e-06,5.9954687e-07,3.1259725e-07,7.0369003e-07,7.53878e-07,3.1063678e-07,3.612041e-07,4.1104872e-07,5.232798e-07,3.9049014e-06
../Image/Train_Image\test\FM-ED\IMG_20230524_113836_1.jpg,0,FM-ED,0.0,FM-ED,3.0,FM-OM,2.0,FM-MD,1.0,FM-LD,1.0,0.9994562,2.966555e-05,0.0001961906,0.00025677032,1.1442522e-05,1.6978904e-05,3.6352208e-06,1.6208746e-06,3.616169e-06,2.7320027e-06,1.3548766e-06,2.3539299e-06,1.5411223e-06,3.966516e-06,1.2002529e-05
../Image/Train_Image\test\FM-ED\IMG_20230524_113841.jpg,0,FM-ED,0.0,FM-ED,3.0,FM-OM,2.0,FM-MD,1.0,FM-LD,1.0,0.9925729,0.00010948602,0.000995118,0.006084927,3.0685635e-05,4.271238e-05,2.1122898e-05,1.442293e-05,2.7623011e-05,1.1736185e-05,6.444234e-06,1.3810209e-05,6.410435e-06,1.4857209e-05,4.7705944e-05
../Image/Train_Image\test\FM-ED\IMG_20230524_113841_1.jpg,0,FM-ED,0.0,FM-ED,3.0,FM-OM,2.0,FM-MD,1.0,FM-LD,1.0,0.9630603,0.00032069144,0.0027982665,0.033272795,4.501349e-05,7.0426875e-05,6.682665e-05,4.006608e-05,8.3257415e-05,2.9180677e-05,2.2004875e-05,2.7033231e-05,1.983513e-05,6.412698e-05,8.0165904e-05
../Image/Train_Image\test\FM-ED\IMG_20230524_113844_1.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,14.0,RJ-SD,1.0,0.99764,2.3203333e-05,0.0022409991,3.558406e-05,4.788895e-06,7.5411485e-06,1.774993e-06,1.1065468e-06,2.956067e-06,1.7992934e-06,1.3445595e-06,1.621946e-06,1.6189277e-06,3.403191e-06,3.2281805e-05
../Image/Train_Image\test\FM-ED\IMG_20230524_113845.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,1.0,FM-LD,1.0,0.9943111,6.713667e-05,0.0053469418,0.00011254626,2.3653653e-05,2.7313165e-05,5.135933e-06,3.5705511e-06,1.0673683e-05,1.0364752e-05,5.3481604e-06,4.3422633e-06,6.3205957e-06,7.786649e-06,5.7757432e-05
../Image/Train_Image\test\FM-ED\IMG_20230524_113848_1.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,1.0,FM-LD,1.0,0.99817324,0.00015767515,0.0010439159,0.00026179425,4.3985194e-05,5.8186233e-05,3.9229253e-05,2.0505133e-05,2.03568e-05,1.3879854e-05,1.3348647e-05,9.8174005e-06,1.5323256e-05,2.2520482e-05,0.000106266125
../Image/Train_Image\test\FM-ED\IMG_20230524_113849.jpg,0,FM-ED,0.0,FM-ED,3.0,FM-OM,1.0,FM-LD,2.0,FM-MD,1.0,0.98102814,0.0030449913,0.0017587355,0.011828042,0.0001507574,0.0002792278,0.00039546518,0.00012809277,0.00034019988,0.00011925051,8.035772e-05,4.150081e-05,7.122159e-05,0.0002482902,0.00048581872
../Image/Train_Image\test\FM-ED\IMG_20230524_113855_1.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,5.0,HF-ED,1.0,0.987718,1.7580214e-05,0.011816161,0.00021932233,4.97969e-05,6.9857444e-05,8.2028855e-06,6.2087975e-06,8.066751e-06,8.04527e-06,6.0756056e-06,1.4913931e-05,5.5248584e-06,1.3106448e-05,3.9090544e-05
../Image/Train_Image\test\FM-ED\IMG_20230524_113856.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,5.0,HF-ED,1.0,0.9594279,9.303395e-05,0.03873078,0.0010655333,0.00017483838,0.00017782132,2.2832959e-05,1.6214819e-05,3.615144e-05,3.3980734e-05,2.4080971e-05,5.2281317e-05,1.9801291e-05,4.8309535e-05,7.6416276e-05
../Image/Train_Image\test\FM-ED\IMG_20230524_113859_1.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,5.0,HF-ED,1.0,0.9995086,1.0443214e-05,0.0003642738,6.5458225e-05,9.144698e-06,1.1502884e-05,2.2714835e-06,1.311388e-06,3.4986292e-06,3.190591e-06,1.4484434e-06,2.776018e-06,1.6341887e-06,3.3338117e-06,1.1144034e-05
../Image/Train_Image\test\FM-ED\IMG_20230524_113900.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,14.0,RJ-SD,1.0,0.9986475,1.49151e-05,0.0011227784,0.000107499385,2.0664342e-05,2.534885e-05,4.1908916e-06,2.4228916e-06,6.414213e-06,5.7537995e-06,3.1422558e-06,5.110697e-06,2.586663e-06,5.4067873e-06,2.634112e-05
../Image/Train_Image\test\FM-ED\IMG_20230524_113903_1.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,1.0,FM-LD,4.0,FM-SD,1.0,0.9831088,0.00036666438,0.015655728,0.0001897082,0.0002042209,6.211272e-05,2.5875033e-05,1.7410088e-05,4.024394e-05,3.4461424e-05,3.5767087e-05,1.7482229e-05,3.0123187e-05,3.570033e-05,0.00017560372
../Image/Train_Image\test\FM-ED\IMG_20230524_113903_2.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,1.0,FM-LD,1.0,0.99068755,0.00016601162,0.0083716065,0.0004607489,5.4656404e-05,5.7479916e-05,1.5897233e-05,1.0693781e-05,2.6999945e-05,2.0915217e-05,1.1667646e-05,1.3765072e-05,1.4114554e-05,1.580303e-05,7.210739e-05
../Image/Train_Image\test\FM-ED\IMG_20230524_113907.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,4.0,FM-SD,1.0,0.99888676,4.394554e-05,0.000877086,8.368725e-05,4.6038153e-05,9.744767e-06,5.0816107e-06,3.8772505e-06,6.118934e-06,3.74458e-06,3.5387911e-06,2.25743e-06,4.6248215e-06,3.834053e-06,1.9763087e-05
../Image/Train_Image\test\FM-ED\IMG_20230524_113907_1.jpg,0,FM-ED,0.0,FM-ED,2.0,FM-MD,3.0,FM-OM,1.0,FM-LD,1.0,0.99953234,2.7526354e-05,0.00017766461,0.00017537469,1.7197433e-05,1.2729337e-05,4.7743665e-06,2.4129822e-06,6.3543675e-06,6.735357e-06,2.2351517e-06,2.0117202e-06,2.9613805e-06,3.9897873e-06,2.5780733e-05
../Image/Train_Image\test\FM-LD\IMG_20230522_180302_1.jpg,1,FM-LD,1.0,FM-LD,4.0,FM-SD,2.0,FM-MD,0.0,FM-ED,1.0,6.966273e-05,0.9992679,0.00015437705,4.4673016e-05,0.00019441472,2.5801506e-05,2.7566035e-05,5.5089262e-05,1.9846171e-05,9.286921e-06,2.6195203e-05,3.1905804e-06,5.3760188e-05,8.247522e-06,4.005678e-05
../Image/Train_Image\test\FM-LD\IMG_20230522_180304.jpg,1,FM-LD,1.0,FM-LD,3.0,FM-OM,6.0,HF-LD,7.0,HF-MD,1.0,1.8099483e-05,0.9996481,2.5837775e-05,6.415888e-05,2.7229371e-05,2.9503384e-05,4.8792932e-05,4.618807e-05,1.12701e-05,9.9741055e-06,1.0158138e-05,2.2126123e-06,2.0414054e-05,8.360656e-06,2.9552159e-05
../Image/Train_Image\test\FM-LD\IMG_20230522_180306.jpg,1,FM-LD,1.0,FM-LD,6.0,HF-LD,3.0,FM-OM,14.0,RJ-SD,1.0,4.841973e-05,0.99903905,5.51928e-05,0.00014626568,3.610861e-05,8.859414e-05,0.00014995076,0.00011011081,4.211901e-05,1.800936e-05,4.6735368e-05,4.246549e-06,6.784015e-05,2.3787847e-05,0.0001236349
../Image/Train_Image\test\FM-LD\IMG_20230522_180308.jpg,1,FM-LD,1.0,FM-LD,3.0,FM-OM,6.0,HF-LD,14.0,RJ-SD,1.0,6.297509e-05,0.9987601,6.777757e-05,0.00026566652,6.845464e-05,9.652243e-05,0.00016523195,0.000115913885,5.629867e-05,2.9577226e-05,6.095599e-05,6.062828e-06,7.778232e-05,2.8823104e-05,0.00013789382
../Image/Train_Image\test\FM-LD\IMG_20230522_180309_2.jpg,1,FM-LD,1.0,FM-LD,7.0,HF-MD,6.0,HF-LD,4.0,FM-SD,1.0,1.3540412e-05,0.99976474,1.8626539e-05,9.486217e-06,2.5837659e-05,1.5761034e-05,2.7686789e-05,5.737082e-05,9.365395e-06,2.9216133e-06,6.206996e-06,8.776299e-07,1.9746609e-05,3.200693e-06,2.4676578e-05
../Image/Train_Image\test\FM-LD\IMG_20230522_180312.jpg,1,FM-LD,1.0,FM-LD,7.0,HF-MD,2.0,FM-MD,14.0,RJ-SD,1.0,1.0439966e-05,0.999701,4.760874e-05,1.5607691e-05,2.4689458e-05,1.9127212e-05,1.7755696e-05,6.9952555e-05,6.4591386e-06,2.9909693e-06,8.785491e-06,1.3302174e-06,3.40969e-05,2.5309043e-06,3.762324e-05
../Image/Train_Image\test\FM-LD\IMG_20230522_180313_1.jpg,1,FM-LD,1.0,FM-LD,7.0,HF-MD,4.0,FM-SD,2.0,FM-MD,1.0,5.918389e-05,0.9991222,0.00012339557,8.387319e-05,0.00013519745,3.6783524e-05,5.764657e-05,0.00019464293,2.32449e-05,1.24397475e-05,2.2171407e-05,4.4874882e-06,5.777013e-05,1.03168095e-05,5.67134e-05
../Image/Train_Image\test\FM-LD\IMG_20230522_180315.jpg,1,FM-LD,1.0,FM-LD,2.0,FM-MD,4.0,FM-SD,7.0,HF-MD,1.0,2.4514957e-05,0.99952805,9.082017e-05,3.0924413e-05,8.612157e-05,2.1025682e-05,2.9852134e-05,5.7745165e-05,1.6286062e-05,7.7827235e-06,2.1432466e-05,2.355352e-06,3.721878e-05,7.700582e-06,3.8218037e-05
../Image/Train_Image\test\FM-LD\IMG_20230522_180333_1.jpg,1,FM-LD,1.0,FM-LD,3.0,FM-OM,6.0,HF-LD,7.0,HF-MD,1.0,0.00036963384,0.9874237,0.00054738706,0.0073999134,0.00026569696,0.0001532739,0.0010248759,0.00090678904,0.00035844796,9.4425355e-05,0.00013645952,3.3267203e-05,0.00022239248,0.00025191624,0.00081177294
../Image/Train_Image\test\FM-LD\IMG_20230522_180335_1.jpg,1,FM-LD,1.0,FM-LD,2.0,FM-MD,0.0,FM-ED,8.0,HF-OM,1.0,8.012271e-05,0.9991947,0.00023688303,4.096742e-05,7.2481955e-05,2.5140802e-05,2.8636578e-05,7.4594623e-06,7.58355e-05,1.4145977e-05,5.5871165e-05,5.8667197e-06,4.8368514e-05,5.450622e-05,5.8916114e-05
../Image/Train_Image\test\FM-LD\IMG_20230522_180342_1.jpg,1,FM-LD,1.0,FM-LD,2.0,FM-MD,0.0,FM-ED,10.0,RJ-ED,1.0,2.7669677e-05,0.9998093,3.6963105e-05,1.6922057e-05,7.1763416e-06,5.5459072e-06,7.5955672e-06,1.8203165e-06,2.0670672e-05,1.5924302e-06,2.0785423e-05,8.2034705e-07,8.2521e-06,1.5014789e-05,1.9901629e-05
../Image/Train_Image\test\FM-LD\IMG_20230522_180344.jpg,1,FM-LD,1.0,FM-LD,4.0,FM-SD,2.0,FM-MD,10.0,RJ-ED,1.0,8.1001774e-05,0.9987583,0.00018937183,2.3746241e-05,0.0005329401,4.1790132e-05,4.2138672e-05,7.340509e-06,5.5572516e-05,2.113082e-05,8.6174e-05,5.552915e-06,3.6815007e-05,5.4784457e-05,6.335876e-05
../Image/Train_Image\test\FM-LD\IMG_20230522_180348_1.jpg,1,FM-LD,1.0,FM-LD,4.0,FM-SD,2.0,FM-MD,0.0,FM-ED,1.0,9.342519e-05,0.999108,0.00019531292,4.9012557e-05,0.00020409246,1.6060678e-05,2.7698754e-05,5.5346704e-06,8.9912384e-05,9.57247e-06,7.475604e-05,4.762374e-06,2.5852301e-05,4.6502817e-05,4.949496e-05
../Image/Train_Image\test\FM-LD\IMG_20230522_180350_1.jpg,1,FM-LD,1.0,FM-LD,2.0,FM-MD,0.0,FM-ED,4.0,FM-SD,1.0,0.00025076952,0.9982765,0.000642421,5.891162e-05,0.0002276755,3.5277546e-05,5.0550443e-05,1.0751024e-05,7.552234e-05,1.7734015e-05,0.00012092111,8.311891e-06,3.6585963e-05,8.817734e-05,0.00010004389
